URL_citacion,Title,Citation_URL,Authors,Year,Number_of_Citations
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Replacing cabinet ministers: Patterns of ministerial stability in parliamentary democracies,"https://scholar.google.com/scholar?cluster=10520276894087223736&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Parliamentary control of coalition governments,https://www.annualreviews.org/content/journals/10.1146/annurev.polisci.10.071105.104340,"K Strøm, WC Müller, DM Smith",,225
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Presidents, parties, and prime ministers: How the separation of powers affects party organization and behavior",https://books.google.com/books?hl=en&lr=&id=PtQgsQzC080C&oi=fnd&pg=PR7&ots=L9l4zBLTFg&sig=BRMVY7H02cqrZggPEZqFdGjzIzE,"DJ Samuels, MS Shugart",,893
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Are digital business and digital public services a driver for better energy security? Evidence from a European sample,https://link.springer.com/article/10.1007/s11356-021-17843-2,LT Ha,,98
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Who governs? A new global dataset on members of cabinets,https://www.cambridge.org/core/journals/american-political-science-review/article/who-governs-a-new-global-dataset-on-members-of-cabinets/3AE11258F668EB95F5A9F6904EF80A45,"J Nyrup, S Bramwell",,143
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The duration and durability of cabinet ministers,https://journals.sagepub.com/doi/abs/10.1177/0192512112462971,"J Fischer, K Dowding, P Dumont",,117
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Subnational appointments in authoritarian regimes: Evidence from Russian gubernatorial appointments,https://www.journals.uchicago.edu/doi/abs/10.1017/S0022381612000631,"OJ Reuter, GB Robertson",,402
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","How to deal with corruption? Examining the roles of e-government maturity, government administrative effectiveness, and virtual social networks diffusion",https://www.sciencedirect.com/science/article/pii/S0268401219317141,"J Arayankalam, A Khan, S Krishnan",,101
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Regime threats and state solutions: Bureaucratic loyalty and embeddedness in Kenya,https://books.google.com/books?hl=en&lr=&id=trDcDwAAQBAJ&oi=fnd&pg=PR11&ots=me3NsbcYjq&sig=AbVmIA2boXCNw_riz8R17JQkcKY,M Hassan,,129
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Political parties, parliaments and legislative speechmaking",https://books.google.com/books?hl=en&lr=&id=poIYDAAAQBAJ&oi=fnd&pg=PP1&ots=JeWmfC5e01&sig=XsXCi5wjBn4Y0GRo-7kZSGDAkO0,"H Bäck, M Debus",,145
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Cabinet reshuffles and ministerial drift,https://www.cambridge.org/core/journals/british-journal-of-political-science/article/cabinet-reshuffles-and-ministerial-drift/42CAB523F2DE5019D5F50A0F1A6CF9F6,"IH Indridason, C Kam",,264
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",,,,,0
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Replacing cabinet ministers: Patterns of ministerial stability in parliamentary democracies,"https://scholar.google.com/scholar?cluster=10520276894087223736&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",The selection of ministers in Europe,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203886908&type=googlepdf,"KM Dowding, P Dumont",,246
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Updating the Party Government data set,https://www.sciencedirect.com/science/article/pii/S0261379413001480,"K Seki, LK Williams",,152
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Women in presidential cabinets: Power players or abundant tokens?,https://books.google.com/books?hl=en&lr=&id=2JhHDAAAQBAJ&oi=fnd&pg=PP1&ots=5cEtejezTy&sig=MkzEc5zwNw5UTJt9orucbKGs9kc,MC Escobar,,117
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Designing cabinets: presidential politics and ministerial instability,https://journals.sagepub.com/doi/abs/10.1177/1866802X1400600201,C Martínez,,167
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Gender and representation in Latin America,https://books.google.com/books?hl=en&lr=&id=LAJCDwAAQBAJ&oi=fnd&pg=PP1&ots=1-WMo1W0oV&sig=_p4-jQt6DzuYwGu_Lqt61WdzNkI,LA Schwindt,,94
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Government formation and minister turnover in presidential cabinets,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781315466491&type=googlepdf,"M Camerlo, C Martínez",,80
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10","Ideologues, partisans, and loyalists: Cabinet ministers and social welfare reform in parliamentary democracies",https://journals.sagepub.com/doi/abs/10.1177/0010414015574880,D Alexiadou,,103
"https://scholar.google.com/scholar?cites=10520276894087223736&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Testing the “China model” of meritocratic promotions: do democracies reward less competent ministers than autocracies?,https://journals.sagepub.com/doi/abs/10.1177/0010414019858962,"DS Lee, P Schuler",,58
