URL_citacion,Title,Citation_URL,Authors,Year,Number_of_Citations
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Personal advisors of ministers: More than personal loyal agents,"https://scholar.google.com/scholar?cluster=12317751844502297366&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The politics of bureaucracy: An introduction to comparative public administration,https://www.taylorfrancis.com/books/mono/10.4324/9781315813653/politics-bureaucracy-guy-peters,BG Peters,,2738
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The politics of Belgium,https://link.springer.com/content/pdf/10.1007/978-1-137-03025-2.pdf,K Deschouwer,,751
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","'Glorified gofers, policy experts or good generalists': A classification of the roles of the Irish ministerial adviser",https://www.tandfonline.com/doi/abs/10.1080/07907184.2010.497636,B Connaughton,,156
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Ministers, minders and the core executive: Why ministers appoint political advisers in Westminster contexts",https://academic.oup.com/pa/article-abstract/67/3/584/1455590,"R Shaw, C Eichbaum",,85
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Following the yellow brick road: Theorizing the third element in executive government,https://www.tandfonline.com/doi/abs/10.1080/01900692.2014.944987,"R Shaw, C Eichbaum",,48
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Policy advice and institutional politics: A comparative analysis of Germany and Britain,https://publishup.uni-potsdam.de/frontdoor/index/index/docId/5967,J Fleischer,,27
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The politics of bureaucracy: a continuing saga,https://sciendo.com/pdf/10.2478/nispa-2020-0021,BG Peters,,10
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The Belgian federation: A labyrinth state,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203395974-17/belgian-federation-kris-deschouwer,K Deschouwer,,15
"https://scholar.google.com/scholar?cites=12317751844502297366&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","“True Believer,”“Legal Advocate,” or “Committed Expert”: Parliamentary Media Advising and Practitioner Conceptions of Partisanship",https://journals.sagepub.com/doi/abs/10.1177/1077699016670123,C Fisher,,7
