URL_citacion,Title,Citation_URL,Authors,Year,Number_of_Citations
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Chile: ministerial selection and de-selection,"https://scholar.google.com/scholar?cluster=2199255463462646149&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Cambios de gabinete y supervivencia de los ministros en Chile durante los gobiernos de la Concertación (1990-2010),https://journals.openedition.org/colombiaint/10586,B González,,80
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Ministerial survival during political and cabinet change: Foreign affairs, diplomacy and war",https://www.taylorfrancis.com/books/mono/10.4324/9781315639246/ministerial-survival-political-cabinet-change-alejandro-quiroz-flores,AQ Flores,,22
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Executive elites,https://link.springer.com/chapter/10.1057/978-1-137-51904-7_24,L Verzichelli,,13
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Socialización, trayectorias y poscarrera de ministros en Chile, 1990-2010",https://www.scielo.org.mx/scielo.php?pid=S1665-20372018000100031&script=sci_arttext,B González,,29
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","The Length of Service of Cabinet Ministers in Chile's Presidential Democracy, 1990–2022",https://onlinelibrary.wiley.com/doi/abs/10.1111/blar.13577,"H Jofré, P Navia, JM Cabezas",,0
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Los gabinetes ministeriales en la democracia chilena pos 1990: un caso de estabilidad, continuidad histórica y negociación inter-partidaria¹",http://www.scielo.org.ar/scielo.php?pid=S1851-37272015000100001&script=sci_abstract&tlng=en,"A Olivares, J Baeza, M Dávila",,27
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Disrupting informal institutions? Cabinet formation in Chile in 2006 and 2014,https://link.springer.com/content/pdf/10.1057/9781137501981_4?pdf=chapter%20toc,S Franceschet,,10
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The Length of Service of Cabinet Ministers in Chile's Presidential Democracy,https://www.researchgate.net/profile/Hugo-Jofre-Rodriguez/publication/381543278_The_Length_of_Service_of_Cabinet_Ministers_in_Chile's_Presidential_Democracy_1990-2022/links/66e47f3fb1606e24c228ce0a/The-Length-of-Service-of-Cabinet-Ministers-in-Chiles-Presidential-Democracy-1990-2022.pdf,"H JOFRÉ, JM CABEZAS, P NAVIA",,0
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Presidential Leadership in Latin America,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315112664-3/presidential-leadership-latin-america-jean-louis-thi%C3%A9bault,JL Thiébault,,6
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Федеральное собрание как канал рекрутирования правительственной элиты России,https://cyberleninka.ru/article/n/federalnoe-sobranie-kak-kanal-rekrutirovaniya-pravitelstvennoy-elity-rossii,ДБ Тев,,0
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",,,,,0
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Chile: ministerial selection and de-selection,"https://scholar.google.com/scholar?cluster=2199255463462646149&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10","Sobrevivencia ministerial en Chile: Partidos, coaliciones y presidencialismo desde 1830 a 1973",https://dialnet.unirioja.es/servlet/articulo?codigo=6526066,"JCA González, ST Maureira…",,6
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10","Élites políticas ministeriales: sobreviviendo en tiempos de crisis (Chile, 2018-2021)",https://www.scielo.cl/scielo.php?pid=S0719-36962021000200116&script=sci_arttext&tlng=en,E Luco,,1
"https://scholar.google.com/scholar?cites=2199255463462646149&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Cabinet Formation in Chile,https://link.springer.com/chapter/10.1007/978-3-030-92802-5_4,A Olivares L,,0
