URL_citacion,Title,Citation_URL,Authors,Year,Number_of_Citations
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Political careers and stability in office of regional ministers in Italy,"https://scholar.google.com/scholar?cluster=13057527005999487573&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Political professionalization beyond national borders: An analysis of Italian MPs in overseas constituencies,https://www.cogitatiopress.com/politicsandgovernance/article/view/7470,M Boldrini,,2
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Hometown bias in Flanders: the impact of ministerial local embeddedness on the distribution of conditional grants (2004–2017),https://www.tandfonline.com/doi/abs/10.1080/13597566.2024.2374902,"C Smolders, B Descamps",,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The study of Italian regional politics and the composition of the regional political class. The ITREGPARL dataset,https://www.cambridge.org/core/journals/italian-political-science-review-rivista-italiana-di-scienza-politica/article/study-of-italian-regional-politics-and-the-composition-of-the-regional-political-class-the-itregparl-dataset/BC8622EF1CCCAD713B5A37B264C863FE,"P Pansardi, F Baraldi, E Salvati",,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Caratteristiche e profili di carriera della classe politica veneta: un'analisi diacronica,https://rsld.padovauniversitypress.it/2023/1/3,"S Grimaldi, M Zanellato",,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",,,,,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Political careers and stability in office of regional ministers in Italy,"https://scholar.google.com/scholar?cluster=13057527005999487573&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",,,,,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=20",Political careers and stability in office of regional ministers in Italy,"https://scholar.google.com/scholar?cluster=13057527005999487573&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=20",,,,,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=30",Political careers and stability in office of regional ministers in Italy,"https://scholar.google.com/scholar?cluster=13057527005999487573&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=13057527005999487573&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=30",,,,,0
