URL_citacion,Title,Citation_URL,Authors,Year,Number_of_Citations
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Irremovable leaders and ministerial instability in European democracies,"https://scholar.google.com/scholar?cluster=16899235083046986591&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Patterns of democracy: Government forms and performance in thirty-six countries,https://books.google.com/books?hl=en&lr=&id=GLtX2zJrflAC&oi=fnd&pg=PR7&ots=fr46KJHaNK&sig=gCYi_JtpHfChrXFDg2RU60xM5EE,A Lijphart,,15047
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The duration and durability of cabinet ministers,https://journals.sagepub.com/doi/abs/10.1177/0192512112462971,"J Fischer, K Dowding, P Dumont",,117
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Predicting party sizes: The logic of simple electoral systems,https://books.google.com/books?hl=en&lr=&id=PhJREAAAQBAJ&oi=fnd&pg=PR11&ots=lJ7GXJ5BZZ&sig=cf7E8xuXHXwvdA3FbVjMWvi2ReA,R Taagepera,,451
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Modelos de democracia,https://edisciplinas.usp.br/pluginfile.php/5505876/mod_resource/content/1/lipjhart_caps%202%20e%203.pdf,A Lijphart,,984
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Preferential voting: Incidence and effects,https://journals.sagepub.com/doi/abs/10.1177/0192512104041283,L Karvonen,,205
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",How does cabinet instability affect political performance? Portfolio volatility and health care cost containment in parliamentary democracies,https://www.cambridge.org/core/journals/american-political-science-review/article/how-does-cabinet-instability-affect-political-performance-portfolio-volatility-and-health-care-cost-containment-in-parliamentary-democracies/A7A17F52CDDF7C9B98B219FE1019BDF9,JD Huber,,163
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The Tug-of-War between Presidents and Prime Ministers: Semi-Presidentialism in Central and Eastern Europe,https://www.diva-portal.org/smash/get/diva2:523410/FULLTEXT01.pdf,T Sedelius,,86
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Atores com poder de veto: como funcionam as instituições políticas,https://books.google.com/books?hl=en&lr=&id=04plDwAAQBAJ&oi=fnd&pg=PA2&ots=owmF6DCsIy&sig=hh3wtpSVjQdE4U2EhRXyrGoofHM,G Tsebelis,,138
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Parsimonious model for predicting mean cabinet duration on the basis of electoral system,https://journals.sagepub.com/doi/abs/10.1177/1354068809341058,"R Taagepera, A Sikk",,37
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",,,G Tsebelis,2002,8749
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",,,,,0
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Irremovable leaders and ministerial instability in European democracies,"https://scholar.google.com/scholar?cluster=16899235083046986591&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Los ministros de la España democrática,https://core.ac.uk/download/pdf/13277092.pdf,JR Teruel,,76
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",,,A Lijphart,,12
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Vägar förbi och igenom partier,https://snsse.cdn.triggerfish.cloud/uploads/2001/06/vagar-forbi-och-igenom-partier.pdf,"D Anckar, L Karvonen, GE Isaksson",,19
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Continuities and Discontinuities in the Processes of Elite Recruitment: The Italian Political Field Between Authoritarianism and Democratic Regime,https://link.springer.com/article/10.1007/s11245-021-09782-x,G Adinolfi,,2
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Political Control of the State in Modern Democracies,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=723fd1d2348f0596219589e38355b9e217a7e28f,"JD Huber, CR Shipan",,7
"https://scholar.google.com/scholar?cites=16899235083046986591&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10","Los Ministros de la España democrática: perfil, trayectorias y carrera ministerial de los miembros de gobierno de Suárez a Zapatero: 1976-2005",https://ddd.uab.cat/record/37205?ln=ca&gathStatIcon=true,J Rodríguez Teruel,,8
