URL_citacion,Title,Citation_URL,Authors,Year,Number_of_Citations
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Collective ministerial responsibility in British government: The testing of a convention,...","https://scholar.google.com/scholar?cluster=2500562802160846522&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Politics and Policy Making in the UK,https://books.google.com/books?hl=en&lr=&id=_A_jEAAAQBAJ&oi=fnd&pg=PR10&ots=JYzdX8VV4a&sig=2UbTaVFrYKq85TJp2PoL0maTyGw,"P Cairney, S Kippin",,29
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The Orchestrated Collective Leadership of Government,https://link.springer.com/chapter/10.1007/978-3-031-50008-4_8,L Andrews,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Does Brexit make the Scottish (and Welsh) independence movements less viable? An exploration of the relationship between EU membership and minority …,https://journals.openedition.org/osb/6432,"J Taylor, S Kippin",,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",,,,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10","Collective ministerial responsibility in British government: The testing of a convention,...","https://scholar.google.com/scholar?cluster=2500562802160846522&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",,,,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=20","Collective ministerial responsibility in British government: The testing of a convention,...","https://scholar.google.com/scholar?cluster=2500562802160846522&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=20",,,,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=30","Collective ministerial responsibility in British government: The testing of a convention,...","https://scholar.google.com/scholar?cluster=2500562802160846522&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=30",,,,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=40","Collective ministerial responsibility in British government: The testing of a convention,...","https://scholar.google.com/scholar?cluster=2500562802160846522&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=2500562802160846522&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=40",,,,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Ministerial stability during presidential approval crises: The moderating effect of ministers’...,"https://scholar.google.com/scholar?cluster=8052897472997119680&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Urban Forests, Territorial Planning and Political Stability: Key Factors to Face Climate Change in a Megacity",https://www.mdpi.com/2071-1050/15/13/10092,"ML Ferreira, CT Kniess, WM Silva, ATS Ferreira",,3
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","The Length of Service of Cabinet Ministers in Chile's Presidential Democracy, 1990–2022",https://onlinelibrary.wiley.com/doi/abs/10.1111/blar.13577,"H Jofré, P Navia, JM Cabezas",,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The Length of Service of Cabinet Ministers in Chile's Presidential Democracy,https://www.researchgate.net/profile/Hugo-Jofre-Rodriguez/publication/381543278_The_Length_of_Service_of_Cabinet_Ministers_in_Chile's_Presidential_Democracy_1990-2022/links/66e47f3fb1606e24c228ce0a/The-Length-of-Service-of-Cabinet-Ministers-in-Chiles-Presidential-Democracy-1990-2022.pdf,"H JOFRÉ, JM CABEZAS, P NAVIA",,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Métodos cuantitativos para estudiar a las élites: Aplicaciones prácticas, sesgos y potencialidades",https://www.scielo.cl/scielo.php?pid=S0719-21502022000200012&script=sci_arttext,B González,,1
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",El Kirchnerismo en el nivel provincial: perfiles y trayectorias del gabinete inicial de Axel Kicillof en la Provincia de Buenos Aires (2019-2020),https://ri.conicet.gov.ar/handle/11336/229560,"A Salerno, S Martínez",,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Ministros, Gabinetes y la gestión de las políticas públicas",https://www.researchgate.net/profile/Alejandro-Olivares-L/publication/375099208_Ministros_Gabinetes_y_la_gestion_de_las_politicas_publicas/links/660da73410ca86798738852c/Ministros-Gabinetes-y-la-gestion-de-las-politicas-publicas.pdf,A Olivares,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Ministros, Gabinetes y la Gestión de las Políticas Públicas",https://dialnet.unirioja.es/descarga/articulo/9088917.pdf,AAO Lavados,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",,,,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Ministerial stability during presidential approval crises: The moderating effect of ministers’...,"https://scholar.google.com/scholar?cluster=8052897472997119680&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",,,,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=20",Ministerial stability during presidential approval crises: The moderating effect of ministers’...,"https://scholar.google.com/scholar?cluster=8052897472997119680&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=20",,,,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=30",Ministerial stability during presidential approval crises: The moderating effect of ministers’...,"https://scholar.google.com/scholar?cluster=8052897472997119680&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=8052897472997119680&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=30",,,,,0
