URL_citacion,Title,Citation_URL,Authors,Year,Number_of_Citations
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Party factions and government reshuffles: A general hypothesis tested against data from 20...,"https://scholar.google.com/scholar?cluster=9332023989475220873&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Parties and democracy: Coalition formation and government functioning in twenty states,https://books.google.com/books?hl=en&lr=&id=iQhREAAAQBAJ&oi=fnd&pg=PR7&ots=zzQg7-R7b9&sig=8Q4QNnpcz7UepHtNCF3EqpExcIg,"I Budge, H Keman",,1036
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The duration and durability of cabinet ministers,https://journals.sagepub.com/doi/abs/10.1177/0192512112462971,"J Fischer, K Dowding, P Dumont",,117
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Rethinking factionalism: typologies, intra-party dynamics and three faces of factionalism",https://journals.sagepub.com/doi/abs/10.1177/1354068809334553,F Boucek,,370
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Replacing cabinet ministers: Patterns of ministerial stability in parliamentary democracies,https://www.cambridge.org/core/journals/american-political-science-review/article/replacing-cabinet-ministers-patterns-of-ministerial-stability-in-parliamentary-democracies/A37FBD21D42A46274B10C778871894D3,"JD Huber, C Martinez",,349
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The selection of ministers in Europe,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203886908&type=googlepdf,"KM Dowding, P Dumont",,246
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Factional politics: How dominant parties implode or stabilize,https://books.google.com/books?hl=en&lr=&id=vU18BAQL9K0C&oi=fnd&pg=PR2&ots=k4lZ-eq-9o&sig=p_aTJ1hTwXFs_ekZIcOV4vtjK0k,F Boucek,,128
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0","Leaders, factions and the game of intra-party politics",https://www.taylorfrancis.com/books/mono/10.4324/9781315147093/leaders-factions-game-intra-party-politics-andrea-ceron,A Ceron,,57
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Structural and strategic factors affecting the hiring and firing of ministers,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203886908-1/structural-strategic-factors-affecting-hiring-firing-ministers-keith-dowding-patrick-dumont,"K Dowding, P Dumont",,99
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",Politics in Ireland,https://link.springer.com/content/pdf/10.1007/978-1-137-02032-1.pdf,"M Adshead, J Tonge",,82
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",The Comparative Politics of Cabinet Reshuffles,https://www.cambridge.org/core/journals/government-and-opposition/article/comparative-politics-of-cabinet-reshuffles/62000A120F9C2001D5C0C490F0037A35,"L Helms, M Vercesi",,7
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=0",,,,,0
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Party factions and government reshuffles: A general hypothesis tested against data from 20...,"https://scholar.google.com/scholar?cluster=9332023989475220873&hl=en&as_sdt=20000005&sciodt=0,21",,,0
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Portfolio saliency and ministerial turnover: Dynamics in Scandinavian postwar cabinets,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-9477.12004,"ME Hansen, R Klemmensen…",,40
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Cabinet Reshuffles and Parliamentary No-Confidence Motions,https://www.cambridge.org/core/journals/government-and-opposition/article/cabinet-reshuffles-and-parliamentary-noconfidence-motions/AB183B83794E391A27D5855A70ACF1A2,"TG Fleming, B González",,6
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Avoiding blame in policy crises in different institutional settings,https://oxfordre.com/politics/display/10.1093/acrefore/9780190228637.001.0001/acrefore-9780190228637-e-1592,"M De Ruiter, S Kuipers",,7
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Why change a winning team? Explaining post-election cabinet reshuffles in four westminster democracies,https://journals.sagepub.com/doi/abs/10.1177/00323217211049293,TG Fleming,,9
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Ministerial selection in Ireland: limited choice in a political village,https://www.tandfonline.com/doi/abs/10.1080/07907180600886369,E O'Malley,,59
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",In Tranquil waters: Swedish cabinet ministers in the postwar era,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203886908-9/tranquil-waters-hanna-b%C3%A4ck-thomas-persson-k%C3%A5re-vernby-helena-wockelberg,"H Bäck, T Persson, K Vernby…",,39
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Los ministros de la España democrática,https://core.ac.uk/download/pdf/13277092.pdf,JR Teruel,,76
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10","INTRA-PARTY POLITICS AND PARTY SYSTEM. FACTIONAL CONFLICT, COOPERATION AND FISSION WITHIN ITALIAN PARTIES.",https://air.unimi.it/handle/2434/170492,A Ceron,,19
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Blame avoidance in different institutional settings: Play the cards you're dealt,https://www.researchgate.net/profile/Sanneke-Kuipers/publication/354149814_Blame_avoidance_in_different_institutional_settings_Play_the_cards_you're_dealt/links/6127929c38818c2eaf61efeb/Blame-avoidance-in-different-institutional-settings-Play-the-cards-youre-dealt.pdf,"M De Ruiter, S Kuipers",,3
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",Ministerial turnover in the German Länder (1991-2010),https://www.ssoar.info/ssoar/handle/document/71414,S Jäckle,,19
"https://scholar.google.com/scholar?cites=9332023989475220873&as_sdt=20000005&sciodt=0,21&hl=en&oe=ASCII&start=10",,,,,0
