URL_citacion,Title,Citation_URL,Authors,Year,Number_of_Citations
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0",Parliamentary Control of Ministerial Policymaking,https://gupea.ub.gu.se/handle/2077/83538,"M Holmgren, C Dahlström",,0
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0","Legislative Policy making in Parliamentary Systems: Opportunities, Conflict and Institutional Constraints",https://air.unimi.it/handle/2434/37894,"F Franchino, B Høyland",,6
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0",Ministerial gatekeeping and parliamentary involvement in the implementation process of EU directives,https://link.springer.com/article/10.1007/s11127-013-0110-x,"T König, B Luig",,11
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0",Parliamentary oversight of the executives,https://www.torrossa.com/it/resources/an/5211623,E Griglio,,40
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0",Control from the core? The impact of cabinet committees on ministers' legislative activity,https://www.cambridge.org/core/journals/european-political-science-review/article/control-from-the-core-the-impact-of-cabinet-committees-on-ministers-legislative-activity/63C3269E6BF7742845AB38E7C197BA4E,PH Nielsen,,1
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0","Ministerial autonomy, parliamentary scrutiny and government reform output in parliamentary democracies",https://journals.sagepub.com/doi/abs/10.1177/00104140211024312,"H Bäck, WC Müller, M Angelova…",,21
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0",Norway: institutionally weak governments and parliamentary voting on bills,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203837429-14/norway-bj%C3%B8rn-erik-rasch,BE Rasch,,7
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0",Circumventing coalition oversight in multiparty governments: Bill referral to parliamentary committees in the Finnish Eduskunta,https://journals.sagepub.com/doi/abs/10.1177/13540688211039636,"N Lin, N Yordanova",,1
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0",Parliamentary questions as a control mechanism in coalition governments,https://www.tandfonline.com/doi/abs/10.1080/01402382.2019.1611986,"D Höhmann, U Sieberer",,83
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=0",Committee chairs and legislative review in parliamentary democracies,https://www.cambridge.org/core/journals/british-journal-of-political-science/article/committee-chairs-and-legislative-review-in-parliamentary-democracies/8C4123A1AB883BF27EADAB9AA360FE45,"D Fortunato, LW Martin, G Vanberg",,56
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",Strategic postponement of coalition policymaking in European Parliamentary democracies,https://ejpr.onlinelibrary.wiley.com/doi/abs/10.1111/1475-6765.12677,X Lu,,0
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",,,M Hallerberg,2000,6
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",Parliamentary control of coalition governments,https://www.annualreviews.org/content/journals/10.1146/annurev.polisci.10.071105.104340,"K Strøm, WC Müller, DM Smith",,225
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",Government dominance and the role of opposition in parliamentary democracies,https://ejpr.onlinelibrary.wiley.com/doi/abs/10.1111/1475-6765.12525,"T König, N Lin, TN Silva",,10
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",Using the Party as a Shield? How British MPs Explain Policy Positions to Constituents,https://osf.io/preprints/z8ycg/,"D Bischof, V Cheng",,0
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",Legislatures and legislative behaviour,https://www.elgaronline.com/edcollchap/book/9781803929095/book-part-9781803929095-24.xml,"H Bäck, M Debus",,0
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",Agenda control and timing of bill initiation: A temporal perspective on coalition governance in parliamentary democracies,https://www.cambridge.org/core/journals/american-political-science-review/article/agenda-control-and-timing-of-bill-initiation-a-temporal-perspective-on-coalition-governance-in-parliamentary-democracies/A34146E7CC3D7093C6353D88A7D44378,"T König, N Lin, X Lu, TN Silva, N Yordanova…",,13
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",Greece: government as the dominant player,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203837429-9/greece-aris-alexopoulos,A Alexopoulos,,4
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",Parliaments and Government Termination: A New Perspective on Parliamentary Democracies,https://books.google.com/books?hl=en&lr=&id=BqTMEAAAQBAJ&oi=fnd&pg=PP1&dq=related:2gxOJV3thHwJ:scholar.google.com/&ots=zRWGijTIje&sig=HHn06af2x-SOFTr-ILhKgTlB9qo,"RY Hazan, BE Rasch",,1
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=10",Constructive and destructive legislative review: The government-opposition divide in parliamentary oversight,https://www.journals.uchicago.edu/doi/abs/10.1086/720649,"L Behrens, D Nyhuis, T Gschwend",,5
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",Ministerial policy dominance in parliamentary democracies,https://ejpr.onlinelibrary.wiley.com/doi/abs/10.1111/1475-6765.12545,"KJ Klüser, C Breunig",,8
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",Watch-dogs that Cannot Bite? New National Parliamentary Control Mechanisms under the Lisbon Treaty,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315576466-5/watch-dogs-cannot-bite-new-national-parliamentary-control-mechanisms-lisbon-treaty-aleksandra-maatsch,A Maatsch,,2
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",The Legitimate Secret,https://www.sv.uio.no/isv/english/research/projects/evolution-parliamentarism/events/seminars/legitimatesecret_2013_mk_istanbul_2013-koss.pdf,M Koß,,1
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",Germany: Limited government agenda control and strong minority rights,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203837429-2/germany-christoph-h%C3%B6nnige-ulrich-sieberer,"C Hönnige, U Sieberer",,21
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",Parliamentary agenda control and legislative outcomes in Western Europe,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/lgvessqy26&section=11,H Doring,,224
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",Legislative Control over Executive Law‐making: Delegation of Quasi‐legislative Powers to the European Commission,https://onlinelibrary.wiley.com/doi/abs/10.1111/jcms.12943,"N Yordanova, A Zhelyazkova",,14
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",Fixed‐Term Parliaments and the Challenges for Governments and the Civil Service: A Comparative Perspective,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-923X.12073,"P Schleiter, S Issar",,9
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",Parliamentary Scrutiny and Influence on Government Bills,https://books.google.com/books?hl=en&lr=&id=Z49HDwAAQBAJ&oi=fnd&pg=PA80&dq=related:2gxOJV3thHwJ:scholar.google.com/&ots=iEDMYKtM30&sig=uvK90SxifzLhB00HjO9QnMQ4Irk,"M Russell, D Gover",,1
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",Agenda control by committee chairs in fragmented multi-party parliaments: A Knesset case study,https://www.berghahnjournals.com/view/journals/israel-studies-review/33/1/isr330105.xml,M Rosenthal,,8
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=20",Parliamentary arbitrage and the case for regulatory policy in parliament,https://www.tandfonline.com/doi/abs/10.1080/20508840.2020.1730096,"G Mor, A Jasper",,3
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=30","“Trust is good, control is better” multiparty government and legislative organization",https://journals.sagepub.com/doi/abs/10.1177/1065912915623639,"A André, S Depauw, S Martin",,84
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=30",Denmark: Agenda control and veto rights to opposition parties,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203837429-13/denmark-robert-klemmensen,R Klemmensen,,2
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=30",Ensuring democratic control over national governments in European affairs,https://www.researchgate.net/profile/Tapio-Raunio/publication/360033805_Ensuring_Democratic_Control_over_National_Governments_in_European_Affairs/links/625e88e44173a21a0d1e142d/Ensuring-Democratic-Control-over-National-Governments-in-European-Affairs.pdf,T Raunio,,13
"https://scholar.google.com/scholar?q=related:2gxOJV3thHwJ:scholar.google.com/&scioq=Ministerial+Replacement&hl=en&oe=ASCII&as_sdt=0,21&start=30",,,P Bundi,2016,1
